"ID";"IDIOMA";"REFRAN"
479;"FRANCES";"Il n’est point de belles prisons ni de laides amours."
480;"FRANCES";"Il n’est que d’avoir la clef des champs."
481;"FRANCES";"Il n’est que d’être crotté pour affronter le bourbier."
482;"FRANCES";"Il n’est rien si bien fait où l’on ne trouve à redire."
483;"FRANCES";"Il n’est secret que de rien dire."
484;"FRANCES";"Il n’est si bon charretier qui ne verse."
485;"FRANCES";"Il n’est si grand dépit que de pauvre orgueilleux."
486;"FRANCES";"Il n’est si petite chapelle qui n’ait son saint."
487;"FRANCES";"Il n’est si riche festin, où il n’y ait quelqu’un qui mal dîne."
488;"FRANCES";"Il n’y a cheval si bien ferré qui ne glisse."
489;"FRANCES";"Il n’y a cheval si bon qui ne bronche."
490;"FRANCES";"Il n’y a ni rime ni raison."
491;"FRANCES";"Il n’y a pas de gens plus affairés que ceux qui ne font rien."
492;"FRANCES";"Il n’y a pas de miroir au monde qui ait jamais dit à une femme qu’elle était laide."
493;"FRANCES";"Il n’y a pas de sots métiers, il n’y a que de sottes gens."
494;"FRANCES";"Il n’y a plus d’enfans."
495;"FRANCES";"Il n’y a point d’amour sans jalousie."
496;"FRANCES";"Il n’y a point de héros pour son valet de chambre."
497;"FRANCES";"Il n’y a point de petit ennemi."
498;"FRANCES";"Il n’y a que la première bouteille qui est chère."
499;"FRANCES";"Il n’y a que le premier pas qui coûte."
500;"FRANCES";"Il n’y a que les bons marchés qui ruinent."
501;"FRANCES";"Il n’y a que les honteux qui perdent."
502;"FRANCES";"Il n’y a qu’heur et malheur en ce monde."
503;"FRANCES";"Il n’y a rien de fait tant qu’il reste à faire."
504;"FRANCES";"Il n’y a rien si hardi que la chemise d’un meunier."
505;"FRANCES";"Il n’y a sauce que d’appétit."
506;"FRANCES";"Il n’y a si bel acquêt que le don."
507;"FRANCES";"Il n’y a si bonne compagnie qui ne se quitte, comme disait le roi Dagobert à ses chiens."
508;"FRANCES";"Il n’y a si grand jour qui ne vienne pas a vêpres."
509;"FRANCES";"Il n’y a si méchant pot qui ne trouve son couvercle."
510;"FRANCES";"Il n’y a si petit buisson qui n’ait son ombre."
511;"FRANCES";"Il n’y eut jamais bon marché de peaux de lions."
512;"FRANCES";"Il porte le deuil de sa blanchisseuse."
513;"FRANCES";"Il porte le feu et l’eau."
514;"FRANCES";"Il ressemble à chat brûlé, il vaut mieux qu’il ne se prise."
515;"FRANCES";"Il se ruine à promettre, et s’acquitte à ne rien donner."
516;"FRANCES";"Il tombe sur le dos et se casse le nez."
517;"FRANCES";"Il vaut mieux avoir affaire à Dieu qu’à ses saints."
518;"FRANCES";"Il vaut mieux être fou avec tous que sage tout seul."
519;"FRANCES";"Il vaut mieux faire envie que pitié."
520;"FRANCES";"Il vaut mieux plier que rompre."
521;"FRANCES";"Il vaut mieux trébucher une fois que toujours chanceler."
522;"FRANCES";"Il y a des calomnies contre lesquelles l’innocence même perd courage."
523;"FRANCES";"Il y a des hochets pour tous les ages."
524;"FRANCES";"Il y a fagot et fagot."
525;"FRANCES";"Il y a plus de fols acheteurs que de fols vendeurs."
526;"FRANCES";"Il y a remède à tout fors à la mort."
527;"FRANCES";"J’aime mieux un raisin pour moi que deux figues pour toi."
528;"FRANCES";"Jamais bon chien n’aboie à faux."
529;"FRANCES";"Jamais chapon n’aima géline."
530;"FRANCES";"Jamais chat emmitouflé ne prit souris."
531;"FRANCES";"Jamais coup de pied de jument ne fit mal à un cheval."
532;"FRANCES";"Jamais grand nez n’a gâté joli visage."
533;"FRANCES";"Jamais honteux n’eut belle amie."
534;"FRANCES";"Jamais la cornemuse ne dit mot si elle n’a le ventre plein."
535;"FRANCES";"Jean a étudié pour être bête."
536;"FRANCES";"Je ne vis oncques riche muet."
537;"FRANCES";"Je sais à mon pot comment les autres bouillent."
538;"FRANCES";"Jeter le manche après la cognée."
539;"FRANCES";"Jeux de mains jeu de vilains."
540;"FRANCES";"Joyeuse vie père et mère oublie."
541;"FRANCES";"L’abattu veut toujours lutter."
542;"FRANCES";"La belle cage ne nourrit pas l’oiseau."
543;"FRANCES";"La belle plume fait le bel oiseau."
544;"FRANCES";"La borne sied très bien entre les champs de deux frères."
545;"FRANCES";"La brebis sur la montagne est plus haute que le taureau dans la plaine."
546;"FRANCES";"La caque sent toujours le hareng."
547;"FRANCES";"La chandelle qui va devant vaut mieux que celle qui va derrière."
548;"FRANCES";"L’adresse surmonte la force."
549;"FRANCES";"La faim chasse le loup hors du bois."
550;"FRANCES";"La faim regarde à la porte de l’homme laborieux, mais elle n’ose pas entrer."
551;"FRANCES";"La farine du diable s’en va moitié en son."
552;"FRANCES";"La faute est grande comme celui qui la commet."
553;"FRANCES";"La fête passée, adieu le saint."
554;"FRANCES";"La fortune la plus amie vous donne le croc-en-jambe."
555;"FRANCES";"La fortune ne peut nous ôter que ce qu’elle nous a donné."
556;"FRANCES";"La gibecière de l’avocat est une bouche d’enfer."
557;"FRANCES";"La gloire vaine ne porte graine."
558;"FRANCES";"La gourmandise a tué plus de gens que l’épée."
559;"FRANCES";"La guerre fait les larrons, la paix les pend."
560;"FRANCES";"L’aigle ne chasse point aux mouches."
561;"FRANCES";"Laissez le moustier où il est."
562;"FRANCES";"La jeunesse revient de loin."
563;"FRANCES";"La lame use le fourreau."
564;"FRANCES";"La langue des femmes est leur épée, et elles ne la laissent pas rouiller."
565;"FRANCES";"La langue va où la dent fait mal."
566;"FRANCES";"La lisière est pire que le drap."
567;"FRANCES";"La loi dit ce que le roi veut."
568;"FRANCES";"La mauvaise garde paît souvent le loup."
569;"FRANCES";"L’ami par intérêt est une hirondelle sur les toits."
570;"FRANCES";"La moitié du monde se moque de l’autre."
571;"FRANCES";"L’amour apprend aux ânes à danser."
572;"FRANCES";"L’amour chasse jalousie."
573;"FRANCES";"L’amour fait passer le temps, et le temps fait passer l’amour."
574;"FRANCES";"L’amour fait rage, mais l’argent fait mariage."
575;"FRANCES";"L’âne de la montagne porte le vin et boit de l’eau."
576;"FRANCES";"L’âne du commun est toujours le plus mal bâté."
577;"FRANCES";"Langue de miel et c”oe]ur de fiel."
578;"FRANCES";"La nuit n’a point d’amis."
579;"FRANCES";"La nuit porte conseil."
580;"FRANCES";"La nuit tous chats sont gris."
581;"FRANCES";"Là où sont les poussins la poule a les yeux."
582;"FRANCES";"La patience est la vertu des ânes."
583;"FRANCES";"La peau est plus proche que la chemise."
584;"FRANCES";"La pelle se moque du fourgon."
585;"FRANCES";"La petite aumône est la bonne."
586;"FRANCES";"La peur est grand inventeur."
587;"FRANCES";"La plus belle femme ne peut donner que ce qu’elle a."
588;"FRANCES";"La plus grande finesse est de n’en avoir point."
589;"FRANCES";"La pomme est pour le vieux singe."
590;"FRANCES";"La poule ne doit pas chanter devant le coq."
591;"FRANCES";"L’appétit vient en mangeant."
592;"FRANCES";"La queue est la pire à écorcher."
593;"FRANCES";"La raison du plus fort est toujours la meilleure."
594;"FRANCES";"L’arbre ne tombe pas du premier coup."
595;"FRANCES";"L’argent est un bon serviteur, mais c’est un mauvais maître."
596;"FRANCES";"L’argent ne se perd qu’à faute d’argent."
597;"FRANCES";"La rouille use plus que le travail."
598;"FRANCES";"La seule victoire contre l’amour c’est la fuite."
599;"FRANCES";"La vanité n’a pas de plus grand ennemi que la vanité."
600;"FRANCES";"L’avare et le cochon ne sont bons qu’après leur mort."
601;"FRANCES";"L’avarice rompt le sac."
602;"FRANCES";"La vérité est la massue qui chacun assomme et tue."
603;"FRANCES";"Lavez chien, peignez chien, toutefois n’est chien que chien."
604;"FRANCES";"La vie est moitié usée avant qu’on ne sache ce qu’est la vie."
605;"FRANCES";"Le beau soulier blesse souvent le pied."
606;"FRANCES";"Le bedeau de la paroisse est toujours de l’avis de monsieur le curé."
607;"FRANCES";"Le b”oe]uf par la corne et l’homme par la parole."
608;"FRANCES";"Le bossu ne voit pas sa bosse, mais il voit celle de son confrère."
609;"FRANCES";"Le bouton devient rose et la rose gratte-cul."
610;"FRANCES";"Le bruit est si fort qu’on n’entend pas Dieu tonner."
611;"FRANCES";"Le bruit pend l’homme."
612;"FRANCES";"Le chaudron mâchure la poële."
613;"FRANCES";"Le c”oe]ur mène où il va."
614;"FRANCES";"L’écoutant fait le médisant."
615;"FRANCES";"Le dernier venu le mieux aimé."
616;"FRANCES";"Le diable était beau quand il était jeune."
617;"FRANCES";"Le diable n’est pas toujours à la porte d’un pauvre homme."
618;"FRANCES";"Le diable pourrait mourir que je n’hériterais pas de ses cornes."
619;"FRANCES";"Le faux ami ressemble à l’ombre d’un cadran."
620;"FRANCES";"Le feu le plus couvert est le plus ardent."
621;"FRANCES";"Le fou cherche son malheur."
622;"FRANCES";"Le fou se coupe de son couteau."
623;"FRANCES";"Le jeu ne vaut pas la chandelle."
624;"FRANCES";"Le lièvre revient toujours à son gite."
625;"FRANCES";"Le loup mourra dans sa peau."
626;"FRANCES";"Le mal an entre en nageant."
627;"FRANCES";"Le mal de l’”oe]il il faut le panser avec le coude."
628;"FRANCES";"Le médecin est souvent plus à craindre que la maladie."
629;"FRANCES";"Le meilleur vin a sa lie."
630;"FRANCES";"Le miel est doux, mais l’abeille pique."
631;"FRANCES";"Le miel n’est pas pour les ânes."
632;"FRANCES";"Le moine répond comme l’abbé chante."
633;"FRANCES";"Le mortier sent toujours les aulx."
634;"FRANCES";"Le moulin ne moult pas avec l’eau coulée en bas."
635;"FRANCES";"L’empereur d’Allemagne est le roy des roys, le roy d’Espagne roy des hommes, le roy de France roy des ânes, et le roy d’Angleterre roy des diables."
636;"FRANCES";"Le mulet garde longuement un coup de pied à son maître."
637;"FRANCES";"L’encens entête et tout le monde en veut."
638;"FRANCES";"L’entente est au diseur."
639;"FRANCES";"Le papier souffre tout."
640;"FRANCES";"L’épine en naissant va la pointe devant."
641;"FRANCES";"Le plus riche n’emporte qu’un linceul."
642;"FRANCES";"Le plus sage est celui qui ne pense point l’être."
643;"FRANCES";"Le premier coup en vaut deux."
644;"FRANCES";"Le premier pas engage au second."
645;"FRANCES";"Le premier venu engrène."
646;"FRANCES";"Le riche a plus de parents qu’il ne connaît."
647;"FRANCES";"Les abeilles ne deviennent point frelons."
648;"FRANCES";"Les absents ont toujours tort."
649;"FRANCES";"Le sac ne fut oncques si plein que n’y entrât bien un grain."
650;"FRANCES";"Les Allemands ont l’esprit aux doigts."
651;"FRANCES";"Les battus payent l’amende."
652;"FRANCES";"Les beaux esprits se rencontrent."
653;"FRANCES";"Les belles ne sont pas pour les beaux."
654;"FRANCES";"Les belles robes pleurent sur des épaules indignes."
655;"FRANCES";"Les bons comptes font les bons amis."
656;"FRANCES";"Les bons marchés ruinent."
657;"FRANCES";"Les chevaux courent les bénéfices et les ânes les attrapent."
658;"FRANCES";"Les cloches appellent à l’église mais n’y entrent pas."
659;"FRANCES";"Les conseillers ne sont pas les payeurs."
660;"FRANCES";"Les corbeaux ne crèvent pas les yeux aux corbeaux."
661;"FRANCES";"Les cordonniers sont toujours les plus mal chaussés."
662;"FRANCES";"Les derniers venus sont souvent les maîtres."
663;"FRANCES";"Les deux font la paire."
664;"FRANCES";"Les enfants sont ce qu’on les fait."
665;"FRANCES";"Les envieux mourront, mais non jamais l’envie."
666;"FRANCES";"Les extrêmes se touchent."
667;"FRANCES";"Les fous inventent les modes et les sages les suivent."
668;"FRANCES";"Les gens fatigués sont querelleurs."
669;"FRANCES";"Les grands b”oe]ufs ne font pas les grandes journées."
670;"FRANCES";"Les grands clercs ne sont pas les plus fins."
671;"FRANCES";"Les grands diseurs ne sont pas les grands faiseurs."
672;"FRANCES";"Les gros larrons ont toujours les manches pleines de baillons."
673;"FRANCES";"Les gros larrons pendent les petits."
674;"FRANCES";"Les gros poissons mangent les petits."
675;"FRANCES";"Les gueux ne sont jamais hors de leur chemin."
676;"FRANCES";"Les hommes sont rares."
677;"FRANCES";"Les honneurs changent les m”oe]urs."
678;"FRANCES";"Les honneurs comptent."
679;"FRANCES";"Les Italiens pleurent, les Allemands crient, et les Français chantent."
680;"FRANCES";"Les jours se suivent et ne se ressemblent pas."
681;"FRANCES";"Les larrons s’entrebattent et les larcins se découvrent."
682;"FRANCES";"Les lois ont le nez de cire."
683;"FRANCES";"Les loups ne se mangent pas entre eux."
684;"FRANCES";"Les maisons des avocats sont faictes de la teste des folz."
685;"FRANCES";"Les mal vêtus devers le vent."
686;"FRANCES";"Les mariages sont écrits dans le ciel."
687;"FRANCES";"Les mauvaises nouvelles ont des ailes."
688;"FRANCES";"Les morts sont bientôt oubliés."
689;"FRANCES";"Les morveux veulent toujours moucher les autres."
690;"FRANCES";"Les murs ont des oreilles."
691;"FRANCES";"Les oisons veulent mener les oies paître."
692;"FRANCES";"Le soleil lui-même n’a-t-il pas des taches?"
693;"FRANCES";"Le soleil luit pour tout le monde."
694;"FRANCES";"Les petits cadeaux entretiennent l’amitié."
695;"FRANCES";"Les petits ruisseaux font les grandes rivières."
696;"FRANCES";"Les plus courtes folies sont les meilleures."
697;"FRANCES";"Les plus rusés sont les premiers pris."
698;"FRANCES";"Les pots fêlés sont ceux qui durent le plus."
699;"FRANCES";"Les premiers vont devant."
700;"FRANCES";"Les princes ne veulent point de servitudes limitées."
701;"FRANCES";"Les princes se servent des hommes comme le laboureur des abeilles."
702;"FRANCES";"Les princes tiennent toujours leurs comptes, ils ne perdent jamais rien."
703;"FRANCES";"L’esprit qu’on veut avoir gâte celui qu’on a."
704;"FRANCES";"Les raisonnements bannissent la raison."
705;"FRANCES";"Les rois ont les mains longues."
706;"FRANCES";"Les tonneaux vides sont ceux qui font le plus de bruit."
707;"FRANCES";"Leurs chiens ne chassent point ensemble."
708;"FRANCES";"Le ventre emporte la tête."
709;"FRANCES";"Lever à cinq, disner à neuf, souper à cinq, coucher à neuf, font vivre d’ans nonante-neuf."
710;"FRANCES";"Lever à six, manger à dix, souper à six, coucher à dix, font vivre l’homme dix fois dix."
711;"FRANCES";"Le vilain ne sait ce qu’éperons valent."
712;"FRANCES";"Le vin donné aux ouvriers est le plus cher vendu."
713;"FRANCES";"Le vin ne porte point de chausses."
714;"FRANCES";"Le vrai n’est pas toujours vraisemblable."
715;"FRANCES";"L’habit ne fait pas le moine."
716;"FRANCES";"L’homme est bien heureux qui a une belle femme auprès d’une abbaye."
717;"FRANCES";"L’homme est de feu, la femme d’étoupe; le diable vient qui souffle."
718;"FRANCES";"L’homme n’a ni sens ni raison, qui jeune femme laisse au tison."
719;"FRANCES";"L’homme propose et Dieu dispose."
720;"FRANCES";"L’hôte et le poisson en trois jours sont poison."
721;"FRANCES";"L’ignorance des hommes fait bouillir le pot aux prêtres."
722;"FRANCES";"L’intention est réputée pour le fait."
723;"FRANCES";"L’occasion fait le larron."
724;"FRANCES";"L’”oe]il du maître engraisse le cheval."
725;"FRANCES";"Loin des yeux loin du c”oe]ur."
726;"FRANCES";"L’oiseau ne doit pas salir son nid."
727;"FRANCES";"Longue demeure fait changer ami."
728;"FRANCES";"Longue langue, courte main."
729;"FRANCES";"Longues paroles font les jours courts."
730;"FRANCES";"Maille à maille on fait le haubergeon."
731;"FRANCES";"Maints sont bons parce qu’ils ne peuvent nuire."
732;"FRANCES";"Maison faite et femme à faire."
733;"FRANCES";"Mal d’autrui n’est que songe."
734;"FRANCES";"Mal soupe qui tout dîne."
735;"FRANCES";"Mal sur mal n’est pas santé."
736;"FRANCES";"Marchand d’oignons se connaît en ciboules."
737;"FRANCES";"Marchand qui perd ne peut rire."
738;"FRANCES";"Mariage d’épervier: la femelle vaut mieux que le mâle."
739;"FRANCES";"Marie ton fils quand tu voudras, ta fille quand tu pourras."
740;"FRANCES";"Mari sourd et femme aveugle font toujours bon ménage."
741;"FRANCES";"Mauvais c”oe]ur et bon estomac."
742;"FRANCES";"Mauvaise herbe croît toujours."
743;"FRANCES";"Mauvais ouvrier ne trouvera jamais bon outil."
744;"FRANCES";"Méchant chien, court lien."
745;"FRANCES";"Méchant poulain peut devenir bon cheval."
746;"FRANCES";"Mère piteuse fait sa fille rogneuse."
747;"FRANCES";"Mets ton manteau comme vient le vent."
748;"FRANCES";"Mettre la charrue devant les b”oe]ufs."
749;"FRANCES";"Mieux nourri qu’instruit."
750;"FRANCES";"Mieux vaut assez que trop."
751;"FRANCES";"Mieux vaut avoir ami en voye qu’or ou argent en corroye."
752;"FRANCES";"Mieux vaut bon repas que bel habit."
753;"FRANCES";"Mieux vaut couard que trop hardi."
754;"FRANCES";"Mieux vaut engin que force."
755;"FRANCES";"Mieux vaut être tête de chien que queue de lion."
756;"FRANCES";"Mieux vaut faire envie que pitié."
757;"FRANCES";"Mieux vaut glisser du pied que de la langue."
758;"FRANCES";"Mieux vaut marcher devant une poule que derrière un b”oe]uf."
759;"FRANCES";"Mieux vaut perdre la laine que la brebis."
760;"FRANCES";"Mieux vaut plein poing de bonne vie que ne faict sept muys de clergie."
761;"FRANCES";"Mieux vaut plier que rompre."
762;"FRANCES";"Mieux vaut règle que rente."
